time,jain
0.00511428,0.25
0.0102286,0.25
0.0153428,0.25
0.0204571,0.25
0.0255714,0.25
0.0306857,0.25
0.0358,0.25
0.0409142,0.25
0.0460285,0.25
0.0511428,0.25
0.0562571,0.25
0.0613714,0.25
0.0664856,0.25
0.0715999,0.25
0.0767142,0.25
0.0818285,0.25
0.0869428,0.25
0.092057,0.25
0.0971713,0.25
0.102286,0.25
0.1074,0.25
0.112514,0.25
0.117628,0.25
0.122743,0.25
0.127857,0.25
0.132971,0.25
0.138086,0.25
0.1432,0.25
0.148314,0.25
0.153428,0.25
0.158543,0.25
0.163657,0.25
0.168771,0.25
0.173886,0.25
0.179,0.25
0.184114,0.25
0.189228,0.25
0.194343,0.25
0.199457,0.25
0.204571,0.49159391691130616
0.209685,0.49998641715400755
0.2148,0.4999996690722098
0.219914,0.4998804011648487
0.225028,0.49999327767048146
0.230143,0.49999860961195197
0.235257,0.49999762364404243
0.240371,0.49999852241362525
0.245485,0.49999853213084894
0.2506,0.4999988827200241
0.255714,0.49999860171756394
0.260828,0.4999986114169581
0.265943,0.4999983187401626
0.271057,0.499998225616968
0.276171,0.49999808705201926
0.281285,0.4999995531840457
0.2864,0.49999827335014696
0.291514,0.49999893491680797
0.296628,0.49999900798657587
0.301743,0.4999992416135049
0.306857,0.49999923564073767
0.311971,0.4999990069737696
0.317085,0.49999942128885
0.3222,0.4999989032757162
0.327314,0.4999993310210195
0.332428,0.4999986939525721
0.337542,0.4999991555983851
0.342657,0.4999996292422998
0.347771,0.49999931079932086
0.352885,0.4999994501220465
0.358,0.49999911735545227
0.363114,0.4999995622882689
0.368228,0.4999990591494539
0.373342,0.49999902687059306
0.378457,0.4999991873229688
0.383571,0.4999991592056619
0.388685,0.49999925645234333
0.3938,0.4999999033063135
0.398914,0.49999938071891065
0.404028,0.7174395705329546
0.409142,0.7387044146205206
0.414257,0.7332167920738925
0.419371,0.745362650060932
0.424485,0.7380431415204635
0.4296,0.7346580559752248
0.434714,0.7367096933037447
0.439828,0.7383553293677911
0.444942,0.7393630476964607
0.450057,0.7349726012540558
0.455171,0.7355268030955499
0.460285,0.7385917706387751
0.465399,0.7401317906672575
0.470514,0.741633489724956
0.475628,0.7423061469067789
0.480742,0.7442650714581034
0.485857,0.7445527380480907
0.490971,0.7438708125745902
0.496085,0.7426052040984495
0.501199,0.7423567584187886
0.506314,0.7436298066847271
0.511428,0.7438806035749764
0.516542,0.7453021636743125
0.521657,0.7472689191640014
0.526771,0.7468607218995535
0.531885,0.7462000936942899
0.536999,0.746000268106316
0.542114,0.7477374578184125
0.547228,0.7461471138630428
0.552342,0.7465595150151749
0.557457,0.7460443544606835
0.562571,0.7458438268644286
0.567685,0.7444793775426464
0.572799,0.7430372186131108
0.577914,0.7410036991887633
0.583028,0.7395213432605264
0.588142,0.739554201783771
0.593256,0.7390641078057845
0.598371,0.738311095080377
0.603485,0.9007671881474552
0.608599,0.6425422491440269
0.613714,0.939933362429067
0.618828,0.8807243923217324
0.623942,0.9931239035853392
0.629056,0.8085136492133841
0.634171,0.8231596790726745
0.639285,0.821932093218758
0.644399,0.8058704655174621
0.649514,0.8162750030740891
0.654628,0.8644970459118085
0.659742,0.829516145610615
0.664856,0.8249842869907521
0.669971,0.8270565277730666
0.675085,0.8347156904178972
0.680199,0.8489788053422754
0.685314,0.8528009825992628
0.690428,0.8610678291160985
0.695542,0.8615656208561507
0.700656,0.8576623714355447
0.705771,0.8562756176718451
0.710885,0.8590267121693842
0.715999,0.8693305324524111
0.721113,0.8724430991895948
0.726228,0.8803262650013809
0.731342,0.8705416210938928
0.736456,0.8791392944324028
0.741571,0.8824062234133775
0.746685,0.8864319429719513
0.751799,0.9007275401372217
0.756913,0.8913721869221535
0.762028,0.8898048391189517
0.767142,0.8880490445959779
0.772256,0.8858382723564332
0.777371,0.8916841065499316
0.782485,0.8989583888116272
0.787599,0.9078714004476287
0.792713,0.9088005198887398
0.797828,0.9039203955345131
