time,jain
0.00511428,0.25
0.0102286,
0.0153428,0.25
0.0204571,
0.0255714,0.25
0.0306857,0.25
0.0358,0.25
0.0409142,0.25
0.0460285,0.25
0.0511428,0.25
0.0562571,0.25
0.0613714,0.25
0.0664856,0.25
0.0715999,0.25
0.0767142,0.25
0.0818285,0.25
0.0869428,0.25
0.092057,0.25
0.0971713,0.25
0.102286,0.25
0.1074,0.25
0.112514,0.25
0.117628,0.25
0.122743,0.25
0.127857,0.25
0.132971,0.25
0.138086,0.25
0.1432,0.25
0.148314,0.25
0.153428,0.25
0.158543,0.25
0.163657,0.25
0.168771,0.25
0.173886,0.25
0.179,0.25
0.184114,0.25
0.189228,0.25
0.194343,0.25
0.199457,0.25
0.204571,0.2511927439223456
0.209685,0.25
0.2148,0.25113019691398397
0.219914,0.25
0.225028,0.2728161640463047
0.230143,0.27440981765606076
0.235257,0.29513638479591764
0.240371,0.2959294271728144
0.245485,0.31497725399150106
0.2506,0.315079370191465
0.255714,0.33249700627478634
0.260828,0.3320214121588374
0.265943,0.3480543975073653
0.271057,0.3471212037805202
0.276171,0.36189960450328185
0.281285,0.36056002237424967
0.2864,0.37402176536078097
0.291514,0.37244783272436727
0.296628,0.3847993880256964
0.301743,0.3830871727059562
0.306857,0.39441056731715873
0.311971,0.3925857143522597
0.317085,0.4029112061001571
0.3222,0.4008793999981379
0.327314,0.4104037014637958
0.332428,0.4084836597366986
0.337542,0.417318863506392
0.342657,0.41526230542043463
0.347771,0.4234749165793568
0.352885,0.4213955932700797
0.358,0.42885225652524983
0.363114,0.42679773763113205
0.368228,0.43372532890952126
0.373342,0.43187472157048357
0.378457,0.43826217885234714
0.383571,0.4362396651634021
0.388685,0.44224730002921175
0.3938,0.44041186063880167
0.398914,0.44603327301694623
0.404028,0.4448134024874716
0.409142,0.4493053407088332
0.414257,0.44812954534308375
0.419371,0.4523430888166458
0.424485,0.46263751642980916
0.4296,0.4702771256767924
0.434714,0.4796360937869918
0.439828,0.48668947032284354
0.444942,0.49525499626362424
0.450057,0.5018397937546546
0.455171,0.5099130519702106
0.460285,0.516092245747078
0.465399,0.5233557489304789
0.470514,0.5289790321225641
0.475628,0.5358900395982571
0.480742,0.5412357338533147
0.485857,0.5477712055122935
0.490971,0.5527710563405075
0.496085,0.5583498219401561
0.501199,0.562946069716476
0.506314,0.5686591447276801
0.511428,0.5730015394950931
0.516542,0.577920651457281
0.521657,0.5819059585653747
0.526771,0.5866771712849468
0.531885,0.5902958387556555
0.536999,0.5949613670277565
0.542114,0.5984691122169674
0.547228,0.6023404012154053
0.552342,0.6055713895871825
0.557457,0.6094092950554589
0.562571,0.6124373749604564
0.567685,0.6163563043921704
0.572799,0.6192247388963082
0.577914,0.6222962512059449
0.583028,0.6249837425242093
0.588142,0.6282027308153555
0.593256,0.6306870483415042
0.598371,0.6335799306394342
0.603485,0.6364467580161425
0.608599,0.6389776431171779
0.613714,0.6417213521666668
0.618828,0.6436543790922872
0.623942,0.6531601405352772
0.629056,0.6590312342584322
0.634171,0.66798793543718
0.639285,0.673356603523211
0.644399,0.6818846326424262
0.649514,0.6869080274169781
0.654628,0.6951016021695912
0.659742,0.7001306938032197
0.664856,0.7079858044669498
0.669971,0.7121061741167124
0.675085,0.7194756232625212
0.680199,0.7237788913502284
0.685314,0.730860538215292
0.690428,0.7348021807441664
0.695542,0.7415755558384309
0.700656,0.7452905284982231
0.705771,0.7516068354947956
0.710885,0.7550100080800941
0.715999,0.7611422343749369
0.721113,0.7642697506594833
0.726228,0.7701276316724278
0.731342,0.773379838811089
0.736456,0.7790054532321224
0.741571,0.7815089287433031
0.746685,0.7868030655362226
0.751799,0.7896933062270014
0.756913,0.7948129663256457
0.762028,0.7974825752886365
0.767142,0.802426431376985
0.772256,0.8048066054891925
0.777371,0.8094220159227746
0.782485,0.8117172901110652
0.787599,0.8162027318694267
0.792713,0.8181613277587755
0.797828,0.8224074590742634
0.802942,0.8710597122118019
0.808056,0.6380309979849733
