time,jain
0.00511428,0.25
0.0102286,0.25
0.0153428,0.25
0.0204571,0.25
0.0255714,0.25
0.0306857,0.25
0.0358,0.25
0.0409142,0.25
0.0460285,0.25
0.0511428,0.25
0.0562571,0.25
0.0613714,0.25
0.0664856,0.25
0.0715999,0.25
0.0767142,0.25
0.0818285,0.25
0.0869428,0.25
0.092057,0.25
0.0971713,0.25
0.102286,0.25
0.1074,0.25
0.112514,0.25
0.117628,0.25
0.122743,0.25
0.127857,0.25
0.132971,0.25
0.138086,0.25
0.1432,0.25
0.148314,0.25
0.153428,0.25
0.158543,0.25
0.163657,0.25
0.168771,0.25
0.173886,0.25
0.179,0.25
0.184114,0.25
0.189228,0.25
0.194343,0.25
0.199457,0.25
0.204571,0.4995774107414767
0.209685,0.4996924958473019
0.2148,0.49694529396549886
0.219914,0.49368967891343807
0.225028,0.32122810054888273
0.230143,0.4638164012975932
0.235257,0.450863445025722
0.240371,0.4078195722826116
0.245485,0.49957304742260683
0.2506,0.47979292701817106
0.255714,0.477063489372894
0.260828,0.4855388035478182
0.265943,0.4841869980389872
0.271057,0.486240539200158
0.276171,0.4852149329769898
0.281285,0.48600085786742436
0.2864,0.4860107783326721
0.291514,0.4857767459539105
0.296628,0.48627660805422795
0.301743,0.48616104784917324
0.306857,0.48648066496688747
0.311971,0.4865941207480904
0.317085,0.48657474346492363
0.3222,0.4870070552209632
0.327314,0.4868039956581612
0.332428,0.4872189948931469
0.337542,0.48731769201928243
0.342657,0.48730128902171677
0.347771,0.48735932224398626
0.352885,0.4876780761393885
0.358,0.48781251639661904
0.363114,0.4878469304983945
0.368228,0.48781491588014664
0.373342,0.48805238838003384
0.378457,0.48813717601204293
0.383571,0.4886980976373105
0.388685,0.4886066353003058
0.3938,0.48875695527025403
0.398914,0.48875616976973807
0.404028,0.6975734298545953
0.409142,0.6512832899878318
0.414257,0.6855662028109377
0.419371,0.6056702333192118
0.424485,0.6507723480934086
0.4296,0.5098550312115365
0.434714,0.5771039770338126
0.439828,0.6585475771772228
0.444942,0.4349496641886455
0.450057,0.6965981476764329
0.455171,0.6417217770584298
0.460285,0.6034652157345408
0.465399,0.6578448070831797
0.470514,0.6625693474434642
0.475628,0.6701758182696339
0.480742,0.6695258748901859
0.485857,0.6725722935876041
0.490971,0.6744580252650839
0.496085,0.675390926943699
0.501199,0.6778291823811716
0.506314,0.6787688534723794
0.511428,0.680785782209498
0.516542,0.6827660317250207
0.521657,0.6832899527919462
0.526771,0.685067536808075
0.531885,0.6861837162278293
0.536999,0.6872895352903696
0.542114,0.6884568275497334
0.547228,0.6890449814535538
0.552342,0.6901850860029258
0.557457,0.6911338042037823
0.562571,0.691949458936637
0.567685,0.6930614135419051
0.572799,0.6933613073154825
0.577914,0.6940533915158925
0.583028,0.6950977017193152
0.588142,0.6959328881094863
0.593256,0.6964701167239362
0.598371,0.6971095132174498
0.603485,0.8370504295473509
0.608599,0.710648407042346
0.613714,0.7581625422421755
0.618828,0.3509884472597234
0.623942,0.6486299709252362
0.629056,0.5871122008469232
0.634171,0.9026328590114131
0.639285,0.5717858783619343
0.644399,0.5770219335413054
0.649514,0.8848187243974933
0.654628,0.6530632994154649
0.659742,0.7384767606846573
0.664856,0.7105744699940532
0.669971,0.7140426862258293
0.675085,0.7180059594779089
0.680199,0.7132042751435589
0.685314,0.7185325229537075
0.690428,0.715346493456048
0.695542,0.7188565571936596
0.700656,0.7212951065178285
0.705771,0.722084299911677
0.710885,0.7245674885225142
0.715999,0.726380705268801
0.721113,0.7263701860348247
0.726228,0.7298607099268359
0.731342,0.7300387541359179
0.736456,0.7323537041130556
0.741571,0.7322365137320382
0.746685,0.7335123414783841
0.751799,0.7341263001107774
0.756913,0.7363563828033631
0.762028,0.7378316684908145
0.767142,0.7408993327485618
0.772256,0.7419189780537959
0.777371,0.7447232072116327
0.782485,0.7459811560836551
0.787599,0.7478731485617223
0.792713,0.7492916908935007
0.797828,0.7524356027432608
